Vehicle_Model,Engine_Displacement_L,Engine_Cylinders,Transmission_Type,Drive,Fuel,Cert_Region,Veh_Class,Air_Pollution_Score,City_Mpg,Hwy_Mpg,Combined_Mpg,Greenhouse_Gas_Score,Smartway,Combined_Co2
GENESIS G90,5.0,8,SemiAuto-8,4WD,Gasoline,CA,large car,5.0,15,23,18,3,No,493
GENESIS G90,5.0,8,SemiAuto-8,4WD,Gasoline,FA,large car,5.0,15,23,18,3,No,493
GMC Acadia,2.5,4,Auto-6,2WD,Gasoline,CA,standard SUV,3.0,21,26,23,5,No,386
GMC Acadia,2.5,4,Auto-6,2WD,Gasoline,FA,standard SUV,3.0,21,26,23,5,No,386
GMC Acadia,2.5,4,Auto-6,4WD,Gasoline,CA,standard SUV,3.0,21,25,23,5,No,392
GMC Acadia,2.5,4,Auto-6,4WD,Gasoline,FA,standard SUV,3.0,21,25,23,5,No,392
GMC Acadia,3.6,6,Auto-6,2WD,Gasoline,CA,standard SUV,5.0,18,25,21,4,No,423
GMC Acadia,3.6,6,Auto-6,2WD,Gasoline,FA,standard SUV,5.0,18,25,21,4,No,423
GMC Acadia,3.6,6,Auto-6,4WD,Gasoline,CA,standard SUV,5.0,17,25,20,4,No,442
GMC Acadia,3.6,6,Auto-6,4WD,Gasoline,FA,standard SUV,5.0,17,25,20,4,No,442
GMC Canyon,2.5,4,Auto-6,2WD,Gasoline,CA,pickup,5.0,20,26,22,4,No,406
GMC Canyon,2.5,4,Auto-6,2WD,Gasoline,FA,pickup,5.0,20,26,22,4,No,406
GMC Canyon,2.5,4,Auto-6,4WD,Gasoline,CA,pickup,5.0,19,24,21,4,No,429
GMC Canyon,2.5,4,Auto-6,4WD,Gasoline,FA,pickup,5.0,19,24,21,4,No,429
GMC Canyon,2.5,4,Man-6,2WD,Gasoline,CA,pickup,5.0,20,26,22,4,No,403
GMC Canyon,2.5,4,Man-6,2WD,Gasoline,FA,pickup,5.0,20,26,22,4,No,403
GMC Canyon,2.8,4,Auto-6,2WD,Diesel,CA,pickup,3.0,22,30,25,4,No,413
GMC Canyon,2.8,4,Auto-6,2WD,Diesel,FA,pickup,3.0,22,30,25,4,No,413
GMC Canyon,2.8,4,Auto-6,4WD,Diesel,CA,pickup,3.0,20,28,23,4,No,450
GMC Canyon,2.8,4,Auto-6,4WD,Diesel,FA,pickup,3.0,20,28,23,4,No,450
GMC Canyon,3.6,6,Auto-8,2WD,Gasoline,CA,pickup,5.0,18,25,20,4,No,440
GMC Canyon,3.6,6,Auto-8,2WD,Gasoline,FA,pickup,5.0,18,25,20,4,No,440
GMC Canyon,3.6,6,Auto-8,2WD,Gasoline,CA,special purpose,5.0,15,15,15,2,No,589
GMC Canyon,3.6,6,Auto-8,2WD,Gasoline,FA,special purpose,5.0,15,15,15,2,No,589
GMC Canyon,3.6,6,Auto-8,4WD,Gasoline,CA,pickup,5.0,17,24,19,3,No,463
GMC Canyon,3.6,6,Auto-8,4WD,Gasoline,FA,pickup,5.0,17,24,19,3,No,463
GMC Sierra 15,5.3,8,Auto-6,2WD,Gasoline,CA,pickup,3.0,16,23,19,3,No,475
GMC Sierra 15,5.3,8,Auto-6,2WD,Gasoline,CA,special purpose,3.0,15,20,17,3,No,523
GMC Sierra 15,5.3,8,Auto-6,2WD,Gasoline,FA,pickup,3.0,16,23,19,3,No,475
GMC Sierra 15,5.3,8,Auto-6,2WD,Gasoline,FA,special purpose,3.0,15,20,17,3,No,523
GMC Sierra 15,5.3,8,Auto-6,4WD,Gasoline,CA,pickup,3.0,16,22,18,3,No,489
GMC Sierra 15,5.3,8,Auto-6,4WD,Gasoline,CA,special purpose,3.0,15,19,17,3,No,523
GMC Sierra 15,5.3,8,Auto-6,4WD,Gasoline,FA,pickup,3.0,16,22,18,3,No,489
GMC Sierra 15,5.3,8,Auto-6,4WD,Gasoline,FA,special purpose,3.0,15,19,17,3,No,523
GMC Sierra 15,5.3,8,Auto-8,2WD,Gasoline,CA,pickup,3.0,18,24,20,4,No,447
GMC Sierra 15,5.3,8,Auto-8,2WD,Gasoline,FA,pickup,3.0,18,24,20,4,No,447
GMC Sierra 15,5.3,8,Auto-8,2WD,Gasoline,CA,pickup,3.0,16,22,18,3,No,495
GMC Sierra 15,5.3,8,Auto-8,2WD,Gasoline,FA,pickup,3.0,16,22,18,3,No,495
GMC Sierra 15,5.3,8,Auto-8,4WD,Gasoline,CA,pickup,3.0,16,21,18,3,No,490
GMC Sierra 15,5.3,8,Auto-8,4WD,Gasoline,FA,pickup,3.0,16,21,18,3,No,490
GMC Sierra 15,5.3,8,Auto-8,4WD,Gasoline,CA,pickup,3.0,15,20,17,3,No,522
GMC Sierra 15,5.3,8,Auto-8,4WD,Gasoline,FA,pickup,3.0,15,20,17,3,No,522
GMC Sierra 15,6.2,8,Auto-8,2WD,Gasoline,CA,pickup,3.0,15,21,17,3,No,517
GMC Sierra 15,6.2,8,Auto-8,2WD,Gasoline,FA,pickup,3.0,15,21,17,3,No,517
GMC Sierra 15,6.2,8,Auto-8,4WD,Gasoline,CA,pickup,3.0,15,20,17,3,No,524
GMC Sierra 15,6.2,8,Auto-8,4WD,Gasoline,FA,pickup,3.0,15,20,17,3,No,524
GMC Terrain,1.5,4,Auto-9,2WD,Gasoline,CA,small SUV,5.0,26,30,28,6,No,316
GMC Terrain,1.5,4,Auto-9,2WD,Gasoline,FA,small SUV,5.0,26,30,28,6,No,316
GMC Terrain,1.5,4,Auto-9,4WD,Gasoline,CA,small SUV,5.0,24,28,26,5,No,339
GMC Terrain,1.5,4,Auto-9,4WD,Gasoline,FA,small SUV,5.0,24,28,26,5,No,339
GMC Terrain,1.6,4,Auto-6,2WD,Diesel,CA,small SUV,3.0,28,39,32,6,No,319
GMC Terrain,1.6,4,Auto-6,2WD,Diesel,FA,small SUV,3.0,28,39,32,6,No,319
GMC Terrain,1.6,4,Auto-6,4WD,Diesel,CA,small SUV,3.0,28,38,32,6,No,319
GMC Terrain,1.6,4,Auto-6,4WD,Diesel,FA,small SUV,3.0,28,38,32,6,No,319
GMC Terrain,2.0,4,Auto-9,2WD,Gasoline,CA,small SUV,5.0,22,28,24,5,No,369
GMC Terrain,2.0,4,Auto-9,2WD,Gasoline,FA,small SUV,5.0,22,28,24,5,No,369
GMC Terrain,2.0,4,Auto-9,4WD,Gasoline,CA,small SUV,5.0,21,26,23,5,No,386
GMC Terrain,2.0,4,Auto-9,4WD,Gasoline,FA,small SUV,5.0,21,26,23,5,No,386
GMC Yukon 1500,5.3,8,Auto-6,2WD,Gasoline,CA,standard SUV,3.0,16,23,19,3,No,468
GMC Yukon 1500,5.3,8,Auto-6,2WD,Gasoline,FA,standard SUV,3.0,16,23,19,3,No,468
GMC Yukon 1500,5.3,8,Auto-6,4WD,Gasoline,CA,standard SUV,3.0,16,22,18,3,No,497
GMC Yukon 1500,5.3,8,Auto-6,4WD,Gasoline,FA,standard SUV,3.0,16,22,18,3,No,497
GMC Yukon 1500,6.2,8,Auto-10,2WD,Gasoline,CA,standard SUV,3.0,14,23,17,3,No,517
GMC Yukon 1500,6.2,8,Auto-10,2WD,Gasoline,FA,standard SUV,3.0,14,23,17,3,No,517
GMC Yukon 1500,6.2,8,Auto-10,4WD,Gasoline,CA,standard SUV,3.0,14,22,17,3,No,523
GMC Yukon 1500,6.2,8,Auto-10,4WD,Gasoline,FA,standard SUV,3.0,14,22,17,3,No,523
GMC Yukon 1500 XL,5.3,8,Auto-6,2WD,Gasoline,CA,standard SUV,3.0,16,23,19,3,No,468
GMC Yukon 1500 XL,5.3,8,Auto-6,2WD,Gasoline,FA,standard SUV,3.0,16,23,19,3,No,468
GMC Yukon 1500 XL,5.3,8,Auto-6,4WD,Gasoline,CA,standard SUV,3.0,15,22,18,3,No,504
GMC Yukon 1500 XL,5.3,8,Auto-6,4WD,Gasoline,FA,standard SUV,3.0,15,22,18,3,No,504
GMC Yukon 1500 XL,6.2,8,Auto-10,2WD,Gasoline,CA,standard SUV,3.0,14,23,17,3,No,517
GMC Yukon 1500 XL,6.2,8,Auto-10,2WD,Gasoline,FA,standard SUV,3.0,14,23,17,3,No,517
GMC Yukon 1500 XL,6.2,8,Auto-10,4WD,Gasoline,CA,standard SUV,3.0,14,21,16,2,No,548
GMC Yukon 1500 XL,6.2,8,Auto-10,4WD,Gasoline,FA,standard SUV,3.0,14,21,16,2,No,548
HONDA Accord,1.5,4,CVT,2WD,Gasoline,CA,large car,7.0,30,38,33,8,Yes,266
HONDA Accord,1.5,4,CVT,2WD,Gasoline,FA,large car,7.0,30,38,33,8,Yes,266
HONDA Accord,1.5,4,Man-6,2WD,Gasoline,CA,large car,6.0,26,35,30,7,Yes,298
HONDA Accord,1.5,4,Man-6,2WD,Gasoline,FA,large car,6.0,26,35,30,7,Yes,298
HONDA Accord,1.5,4,SCV-7,2WD,Gasoline,CA,large car,7.0,29,35,31,7,Yes,282
HONDA Accord,1.5,4,SCV-7,2WD,Gasoline,FA,large car,7.0,29,35,31,7,Yes,282
HONDA Accord,2.0,4,Auto-10,2WD,Gasoline,CA,large car,7.0,23,34,27,6,No,330
HONDA Accord,2.0,4,Auto-10,2WD,Gasoline,FA,large car,7.0,23,34,27,6,No,330
HONDA Accord,2.0,4,CVT,2WD,Gasoline,CA,large car,7.0,47,47,47,10,Elite,187
HONDA Accord,2.0,4,CVT,2WD,Gasoline,FA,large car,7.0,47,47,47,10,Elite,187
HONDA Accord,2.0,4,Man-6,2WD,Gasoline,CA,large car,6.0,22,32,26,5,No,344
HONDA Accord,2.0,4,Man-6,2WD,Gasoline,FA,large car,6.0,22,32,26,5,No,344
HONDA Accord 2.0T Sport/Touring,2.0,4,Auto-10,2WD,Gasoline,CA,midsize car,7.0,22,32,26,5,No,345
HONDA Accord 2.0T Sport/Touring,2.0,4,Auto-10,2WD,Gasoline,FA,midsize car,7.0,22,32,26,5,No,345
HONDA CR-V,1.5,4,CVT,2WD,Gasoline,CA,small SUV,5.0,28,34,30,7,Yes,292
HONDA CR-V,1.5,4,CVT,2WD,Gasoline,FA,small SUV,5.0,28,34,30,7,Yes,292
HONDA CR-V,1.5,4,CVT,4WD,Gasoline,CA,small SUV,5.0,27,33,29,6,No,303
HONDA CR-V,1.5,4,CVT,4WD,Gasoline,FA,small SUV,5.0,27,33,29,6,No,303
HONDA CR-V,2.4,4,CVT,2WD,Gasoline,CA,small SUV,5.0,26,32,28,6,No,312
HONDA CR-V,2.4,4,CVT,2WD,Gasoline,FA,small SUV,5.0,26,32,28,6,No,312
HONDA CR-V,2.4,4,CVT,4WD,Gasoline,CA,small SUV,5.0,25,31,27,6,No,327
HONDA CR-V,2.4,4,CVT,4WD,Gasoline,FA,small SUV,5.0,25,31,27,6,No,327
HONDA Civic 2Dr,1.5,4,CVT,2WD,Gasoline,CA,small car,7.0,31,40,35,8,Yes,256
HONDA Civic 2Dr,1.5,4,CVT,2WD,Gasoline,FA,small car,7.0,31,40,35,8,Yes,256
HONDA Civic 2Dr,1.5,4,CVT,2WD,Gasoline,CA,small car,3.0,31,40,35,8,Yes,256
HONDA Civic 2Dr,1.5,4,CVT,2WD,Gasoline,FA,small car,3.0,31,40,35,8,Yes,256
HONDA Civic 2Dr,1.5,4,Man-6,2WD,Gasoline,CA,small car,3.0,30,41,35,8,Yes,258
HONDA Civic 2Dr,1.5,4,Man-6,2WD,Gasoline,FA,small car,3.0,30,41,35,8,Yes,258
HONDA Civic 2Dr,1.5,4,Man-6,2WD,Gasoline,CA,small car,3.0,28,38,32,7,Yes,279
HONDA Civic 2Dr,1.5,4,Man-6,2WD,Gasoline,FA,small car,3.0,28,38,32,7,Yes,279
HONDA Civic 2Dr,2.0,4,CVT,2WD,Gasoline,CA,small car,7.0,30,39,34,8,Yes,262
HONDA Civic 2Dr,2.0,4,CVT,2WD,Gasoline,FA,small car,7.0,30,39,34,8,Yes,262
HONDA Civic 2Dr,2.0,4,CVT,2WD,Gasoline,CA,small car,3.0,30,39,34,8,Yes,262
HONDA Civic 2Dr,2.0,4,CVT,2WD,Gasoline,FA,small car,3.0,30,39,34,8,Yes,262
HONDA Civic 2Dr,2.0,4,Man-6,2WD,Gasoline,CA,small car,3.0,28,39,32,7,Yes,278
HONDA Civic 2Dr,2.0,4,Man-6,2WD,Gasoline,FA,small car,3.0,28,39,32,7,Yes,278
HONDA Civic 4Dr,1.5,4,CVT,2WD,Gasoline,CA,midsize car,7.0,32,42,36,8,Yes,247
HONDA Civic 4Dr,1.5,4,CVT,2WD,Gasoline,FA,midsize car,7.0,32,42,36,8,Yes,247
HONDA Civic 4Dr,1.5,4,CVT,2WD,Gasoline,CA,midsize car,3.0,32,42,36,8,Yes,247
HONDA Civic 4Dr,1.5,4,CVT,2WD,Gasoline,FA,midsize car,3.0,32,42,36,8,Yes,247
HONDA Civic 4Dr,1.5,4,Man-6,2WD,Gasoline,CA,midsize car,3.0,31,42,35,8,Yes,251
HONDA Civic 4Dr,1.5,4,Man-6,2WD,Gasoline,FA,midsize car,3.0,31,42,35,8,Yes,251
HONDA Civic 4Dr,1.5,4,Man-6,2WD,Gasoline,CA,midsize car,3.0,28,38,32,7,Yes,279
HONDA Civic 4Dr,1.5,4,Man-6,2WD,Gasoline,FA,midsize car,3.0,28,38,32,7,Yes,279
HONDA Civic 4Dr,2.0,4,CVT,2WD,Gasoline,CA,midsize car,7.0,31,40,34,8,Yes,257
HONDA Civic 4Dr,2.0,4,CVT,2WD,Gasoline,FA,midsize car,7.0,31,40,34,8,Yes,257
HONDA Civic 4Dr,2.0,4,CVT,2WD,Gasoline,CA,midsize car,3.0,31,40,34,8,Yes,257
HONDA Civic 4Dr,2.0,4,CVT,2WD,Gasoline,FA,midsize car,3.0,31,40,34,8,Yes,257
HONDA Civic 4Dr,2.0,4,Man-6,2WD,Gasoline,CA,midsize car,3.0,28,40,32,7,Yes,273
HONDA Civic 4Dr,2.0,4,Man-6,2WD,Gasoline,FA,midsize car,3.0,28,40,32,7,Yes,273
HONDA Civic 5Dr,1.5,4,CVT,2WD,Gasoline,CA,large car,7.0,31,40,34,8,Yes,259
HONDA Civic 5Dr,1.5,4,CVT,2WD,Gasoline,FA,large car,7.0,31,40,34,8,Yes,259
HONDA Civic 5Dr,1.5,4,CVT,2WD,Gasoline,CA,large car,3.0,31,40,34,8,Yes,259
HONDA Civic 5Dr,1.5,4,CVT,2WD,Gasoline,FA,large car,3.0,31,40,34,8,Yes,259
HONDA Civic 5Dr,1.5,4,Man-6,2WD,Gasoline,CA,large car,3.0,29,38,33,8,Yes,269
HONDA Civic 5Dr,1.5,4,Man-6,2WD,Gasoline,FA,large car,3.0,29,38,33,8,Yes,269
HONDA Civic 5Dr,1.5,4,SCV-7,2WD,Gasoline,CA,large car,7.0,30,36,32,7,Yes,274
HONDA Civic 5Dr,1.5,4,SCV-7,2WD,Gasoline,FA,large car,7.0,30,36,32,7,Yes,274
HONDA Civic 5Dr,1.5,4,SCV-7,2WD,Gasoline,CA,large car,3.0,30,36,32,7,Yes,274
HONDA Civic 5Dr,1.5,4,SCV-7,2WD,Gasoline,FA,large car,3.0,30,36,32,7,Yes,274
HONDA Civic 5Dr,2.0,4,Man-6,2WD,Gasoline,CA,large car,3.0,22,28,25,5,No,360
HONDA Civic 5Dr,2.0,4,Man-6,2WD,Gasoline,FA,large car,3.0,22,28,25,5,No,360
HONDA Fit,1.5,4,CVT,2WD,Gasoline,CA,station wagon,7.0,33,40,36,8,Yes,246
HONDA Fit,1.5,4,CVT,2WD,Gasoline,FA,station wagon,7.0,33,40,36,8,Yes,246
HONDA Fit,1.5,4,Man-6,2WD,Gasoline,CA,station wagon,3.0,29,36,31,7,Yes,282
HONDA Fit,1.5,4,Man-6,2WD,Gasoline,FA,station wagon,3.0,29,36,31,7,Yes,282
HONDA Fit,1.5,4,SCV-7,2WD,Gasoline,CA,station wagon,7.0,31,36,33,8,Yes,267
HONDA Fit,1.5,4,SCV-7,2WD,Gasoline,FA,station wagon,7.0,31,36,33,8,Yes,267
HONDA HR-V,1.8,4,CVT,2WD,Gasoline,FA,station wagon,3.0,28,34,31,7,Yes,289
HONDA HR-V,1.8,4,CVT,2WD,Gasoline,CA,station wagon,3.0,28,34,31,7,Yes,289
HONDA HR-V,1.8,4,CVT,4WD,Gasoline,FA,station wagon,3.0,27,31,29,6,No,314
HONDA HR-V,1.8,4,CVT,4WD,Gasoline,CA,station wagon,3.0,27,31,29,6,No,314
HONDA HR-V,1.8,4,Man-6,2WD,Gasoline,FA,station wagon,3.0,25,33,28,6,No,314
HONDA HR-V,1.8,4,Man-6,2WD,Gasoline,CA,station wagon,3.0,25,33,28,6,No,314
HONDA HR-V,1.8,4,SCV-7,2WD,Gasoline,FA,station wagon,3.0,28,34,31,7,Yes,289
HONDA HR-V,1.8,4,SCV-7,2WD,Gasoline,CA,station wagon,3.0,28,34,31,7,Yes,289
HONDA HR-V,1.8,4,SCV-7,4WD,Gasoline,FA,station wagon,3.0,27,31,29,6,No,314
HONDA HR-V,1.8,4,SCV-7,4WD,Gasoline,CA,station wagon,3.0,27,31,29,6,No,314
HONDA Odyssey,3.5,6,SemiAuto-10,2WD,Gasoline,CA,minivan,3.0,19,28,22,4,No,395
HONDA Odyssey,3.5,6,SemiAuto-10,2WD,Gasoline,FA,minivan,3.0,19,28,22,4,No,395
HONDA Odyssey,3.5,6,SemiAuto-9,2WD,Gasoline,CA,minivan,3.0,19,28,22,4,No,406
HONDA Odyssey,3.5,6,SemiAuto-9,2WD,Gasoline,FA,minivan,3.0,19,28,22,4,No,406
HONDA Pilot,3.5,6,Auto-6,2WD,Gasoline,CA,small SUV,3.0,19,27,22,4,No,405
HONDA Pilot,3.5,6,Auto-6,2WD,Gasoline,FA,small SUV,3.0,19,27,22,4,No,405
HONDA Pilot,3.5,6,Auto-6,4WD,Gasoline,CA,small SUV,3.0,18,26,21,4,No,421
HONDA Pilot,3.5,6,Auto-6,4WD,Gasoline,FA,small SUV,3.0,18,26,21,4,No,421
HONDA Pilot,3.5,6,SemiAuto-9,2WD,Gasoline,CA,small SUV,3.0,20,27,23,5,No,388
HONDA Pilot,3.5,6,SemiAuto-9,2WD,Gasoline,FA,small SUV,3.0,20,27,23,5,No,388
HONDA Pilot,3.5,6,SemiAuto-9,4WD,Gasoline,CA,small SUV,3.0,19,26,22,4,No,408
HONDA Pilot,3.5,6,SemiAuto-9,4WD,Gasoline,FA,small SUV,3.0,19,26,22,4,No,408
HONDA Ridgeline,3.5,6,Auto-6,2WD,Gasoline,CA,pickup,3.0,19,26,22,4,No,410
HONDA Ridgeline,3.5,6,Auto-6,2WD,Gasoline,FA,pickup,3.0,19,26,22,4,No,410
HONDA Ridgeline,3.5,6,Auto-6,4WD,Gasoline,CA,pickup,3.0,18,25,21,4,No,424
HONDA Ridgeline,3.5,6,Auto-6,4WD,Gasoline,FA,pickup,3.0,18,25,21,4,No,424
HYUNDAI Accent,1.6,4,Man-6,2WD,Gasoline,CA,small car,3.0,28,37,31,7,Yes,284
HYUNDAI Accent,1.6,4,Man-6,2WD,Gasoline,FA,small car,3.0,28,37,31,7,Yes,284
HYUNDAI Accent,1.6,4,SemiAuto-6,2WD,Gasoline,CA,small car,3.0,28,38,32,7,Yes,277
HYUNDAI Accent,1.6,4,SemiAuto-6,2WD,Gasoline,FA,small car,3.0,28,38,32,7,Yes,277
HYUNDAI Elantra,1.4,4,AutoMan-7,2WD,Gasoline,CA,midsize car,3.0,32,40,35,8,Yes,256
HYUNDAI Elantra,1.4,4,AutoMan-7,2WD,Gasoline,FA,midsize car,3.0,32,40,35,8,Yes,256
HYUNDAI Elantra,1.6,4,AutoMan-7,2WD,Gasoline,FA,midsize car,3.0,26,33,29,6,No,305
HYUNDAI Elantra,1.6,4,AutoMan-7,2WD,Gasoline,CA,midsize car,3.0,26,33,29,6,No,305
HYUNDAI Elantra,1.6,4,Man-6,2WD,Gasoline,FA,midsize car,3.0,22,30,25,5,No,356
HYUNDAI Elantra,1.6,4,Man-6,2WD,Gasoline,CA,midsize car,3.0,22,30,25,5,No,356
HYUNDAI Elantra,2.0,4,Man-6,2WD,Gasoline,CA,midsize car,5.0,26,36,29,6,No,301
HYUNDAI Elantra,2.0,4,Man-6,2WD,Gasoline,FA,midsize car,5.0,26,36,29,6,No,301
HYUNDAI Elantra,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,7.0,28,37,32,7,Yes,281
HYUNDAI Elantra,2.0,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,7.0,28,37,32,7,Yes,281
HYUNDAI Elantra,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,5.0,28,37,32,7,Yes,281
HYUNDAI Elantra,2.0,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,5.0,28,37,32,7,Yes,281
HYUNDAI Elantra GT,1.6,4,AutoMan-7,2WD,Gasoline,FA,large car,3.0,26,32,28,6,No,317
HYUNDAI Elantra GT,1.6,4,AutoMan-7,2WD,Gasoline,CA,large car,3.0,26,32,28,6,No,317
HYUNDAI Elantra GT,1.6,4,Man-6,2WD,Gasoline,FA,large car,3.0,22,29,25,5,No,363
HYUNDAI Elantra GT,1.6,4,Man-6,2WD,Gasoline,CA,large car,3.0,22,29,25,5,No,363
HYUNDAI Elantra GT,2.0,4,Man-6,2WD,Gasoline,CA,large car,3.0,23,31,26,5,No,338
HYUNDAI Elantra GT,2.0,4,Man-6,2WD,Gasoline,FA,large car,3.0,23,31,26,5,No,338
HYUNDAI Elantra GT,2.0,4,SemiAuto-6,2WD,Gasoline,CA,large car,3.0,24,32,27,6,No,327
HYUNDAI Elantra GT,2.0,4,SemiAuto-6,2WD,Gasoline,FA,large car,3.0,24,32,27,6,No,327
HYUNDAI Elantra SE,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,7.0,29,38,33,8,Yes,272
HYUNDAI Elantra SE,2.0,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,7.0,29,38,33,8,Yes,272
HYUNDAI Elantra SE,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,5.0,29,38,33,8,Yes,272
HYUNDAI Elantra SE,2.0,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,5.0,29,38,33,8,Yes,272
HYUNDAI Ioniq,1.6,4,AutoMan-6,2WD,Gasoline,CA,large car,7.0,55,54,55,10,Elite,163
HYUNDAI Ioniq,1.6,4,AutoMan-6,2WD,Gasoline,FA,large car,7.0,55,54,55,10,Elite,163
HYUNDAI Ioniq Blue,1.6,4,AutoMan-6,2WD,Gasoline,CA,large car,7.0,57,59,58,10,Elite,154
HYUNDAI Ioniq Blue,1.6,4,AutoMan-6,2WD,Gasoline,FA,large car,7.0,57,59,58,10,Elite,154
HYUNDAI Kona,1.6,4,AutoMan-7,2WD,Gasoline,CA,small SUV,5.0,28,32,30,7,Yes,303
HYUNDAI Kona,1.6,4,AutoMan-7,2WD,Gasoline,FA,small SUV,5.0,28,32,30,7,Yes,303
HYUNDAI Kona,1.6,4,AutoMan-7,4WD,Gasoline,CA,small SUV,5.0,26,29,27,6,No,324
HYUNDAI Kona,1.6,4,AutoMan-7,4WD,Gasoline,FA,small SUV,5.0,26,29,27,6,No,324
HYUNDAI Kona,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,5.0,27,33,30,7,Yes,300
HYUNDAI Kona,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,5.0,27,33,30,7,Yes,300
HYUNDAI Kona,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,5.0,25,30,27,6,No,326
HYUNDAI Kona,2.0,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,5.0,25,30,27,6,No,326
HYUNDAI Santa Fe,3.3,6,SemiAuto-6,2WD,Gasoline,FA,small SUV,3.0,18,25,21,4,No,427
HYUNDAI Santa Fe,3.3,6,SemiAuto-6,2WD,Gasoline,CA,small SUV,3.0,18,25,21,4,No,427
HYUNDAI Santa Fe,3.3,6,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,18,24,20,4,No,433
HYUNDAI Santa Fe,3.3,6,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,18,24,20,4,No,433
HYUNDAI Santa Fe Sport,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,3.0,20,28,23,5,No,388
HYUNDAI Santa Fe Sport,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3.0,20,28,23,5,No,388
HYUNDAI Santa Fe Sport,2.0,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,19,26,22,4,No,410
HYUNDAI Santa Fe Sport,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,19,26,22,4,No,410
HYUNDAI Santa Fe Sport,2.4,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,5.0,21,27,24,5,No,379
HYUNDAI Santa Fe Sport,2.4,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,5.0,21,27,24,5,No,379
HYUNDAI Santa Fe Sport,2.4,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,5.0,20,26,22,4,No,406
HYUNDAI Santa Fe Sport,2.4,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,5.0,20,26,22,4,No,406
HYUNDAI Santa Fe Sport Ultimate,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,3.0,20,27,23,5,No,396
HYUNDAI Santa Fe Sport Ultimate,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3.0,20,27,23,5,No,396
HYUNDAI Santa Fe Sport Ultimate,2.0,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,19,24,21,4,No,425
HYUNDAI Santa Fe Sport Ultimate,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,19,24,21,4,No,425
HYUNDAI Santa Fe Ultimate,3.3,6,SemiAuto-6,2WD,Gasoline,FA,small SUV,3.0,17,23,20,4,No,457
HYUNDAI Santa Fe Ultimate,3.3,6,SemiAuto-6,2WD,Gasoline,CA,small SUV,3.0,17,23,20,4,No,457
HYUNDAI Santa Fe Ultimate,3.3,6,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,17,22,19,3,No,475
HYUNDAI Santa Fe Ultimate,3.3,6,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,17,22,19,3,No,475
HYUNDAI Sonata,1.6,4,AutoMan-7,2WD,Gasoline,CA,large car,5.0,28,37,31,7,Yes,284
HYUNDAI Sonata,1.6,4,AutoMan-7,2WD,Gasoline,FA,large car,5.0,28,37,31,7,Yes,284
HYUNDAI Sonata,2.0,4,SemiAuto-8,2WD,Gasoline,CA,large car,5.0,23,32,26,5,No,342
HYUNDAI Sonata,2.0,4,SemiAuto-8,2WD,Gasoline,FA,large car,5.0,23,32,26,5,No,342
HYUNDAI Sonata,2.4,4,SemiAuto-6,2WD,Gasoline,CA,large car,7.0,25,35,28,6,No,316
HYUNDAI Sonata,2.4,4,SemiAuto-6,2WD,Gasoline,FA,large car,7.0,25,35,28,6,No,316
HYUNDAI Sonata,2.4,4,SemiAuto-6,2WD,Gasoline,CA,large car,5.0,25,35,28,6,No,316
HYUNDAI Sonata,2.4,4,SemiAuto-6,2WD,Gasoline,FA,large car,5.0,25,35,28,6,No,316
HYUNDAI Sonata Hybrid,2.0,4,AutoMan-6,2WD,Gasoline,CA,midsize car,7.0,39,44,41,9,Yes,217
HYUNDAI Sonata Hybrid,2.0,4,AutoMan-6,2WD,Gasoline,FA,midsize car,7.0,39,44,41,9,Yes,217
HYUNDAI Sonata Hybrid SE,2.0,4,AutoMan-6,2WD,Gasoline,CA,midsize car,7.0,40,46,42,9,Yes,212
