Vehicle_Model,Engine_Displacement_L,Engine_Cylinders,Transmission_Type,Drive,Fuel,Cert_Region,Veh_Class,Air_Pollution_Score,City_Mpg,Hwy_Mpg,Combined_Mpg,Greenhouse_Gas_Score,Smartway,Combined_Co2
PORSCHE 911 Carrera GTS,3.0,6,Man-7,2WD,Gasoline,CA,small car,1.0,18,26,21,4,No,418
PORSCHE 911 Carrera GTS,3.0,6,Man-7,2WD,Gasoline,FA,small car,1.0,18,26,21,4,No,418
PORSCHE 911 Carrera GTS Cabriolet,3.0,6,AMS-7,2WD,Gasoline,CA,small car,1.0,20,26,22,4,No,400
PORSCHE 911 Carrera GTS Cabriolet,3.0,6,AMS-7,2WD,Gasoline,FA,small car,1.0,20,26,22,4,No,400
PORSCHE 911 Carrera GTS Cabriolet,3.0,6,Man-7,2WD,Gasoline,CA,small car,1.0,18,26,21,4,No,415
PORSCHE 911 Carrera GTS Cabriolet,3.0,6,Man-7,2WD,Gasoline,FA,small car,1.0,18,26,21,4,No,415
PORSCHE 911 Carrera S,3.0,6,AMS-7,2WD,Gasoline,CA,small car,1.0,22,28,24,5,No,363
PORSCHE 911 Carrera S,3.0,6,AMS-7,2WD,Gasoline,FA,small car,1.0,22,28,24,5,No,363
PORSCHE 911 Carrera S,3.0,6,Man-7,2WD,Gasoline,CA,small car,1.0,20,29,23,5,No,389
PORSCHE 911 Carrera S,3.0,6,Man-7,2WD,Gasoline,FA,small car,1.0,20,29,23,5,No,389
PORSCHE 911 Carrera S Cabriolet,3.0,6,AMS-7,2WD,Gasoline,CA,small car,1.0,22,28,24,5,No,367
PORSCHE 911 Carrera S Cabriolet,3.0,6,AMS-7,2WD,Gasoline,FA,small car,1.0,22,28,24,5,No,367
PORSCHE 911 Carrera S Cabriolet,3.0,6,Man-7,2WD,Gasoline,CA,small car,1.0,20,28,23,5,No,391
PORSCHE 911 Carrera S Cabriolet,3.0,6,Man-7,2WD,Gasoline,FA,small car,1.0,20,28,23,5,No,391
PORSCHE 911 Carrera T,3.0,6,AMS-7,2WD,Gasoline,CA,small car,1.0,20,26,22,4,No,399
PORSCHE 911 Carrera T,3.0,6,AMS-7,2WD,Gasoline,FA,small car,1.0,20,26,22,4,No,399
PORSCHE 911 Carrera T,3.0,6,Man-7,2WD,Gasoline,CA,small car,1.0,16,25,19,3,No,461
PORSCHE 911 Carrera T,3.0,6,Man-7,2WD,Gasoline,FA,small car,1.0,16,25,19,3,No,461
PORSCHE 911 GT2 RS,3.8,6,AMS-7,2WD,Gasoline,CA,small car,1.0,15,21,17,3,No,507
PORSCHE 911 GT2 RS,3.8,6,AMS-7,2WD,Gasoline,FA,small car,1.0,15,21,17,3,No,507
PORSCHE 911 GT3,4.0,6,AMS-7,2WD,Gasoline,CA,small car,1.0,15,20,17,3,No,522
PORSCHE 911 GT3,4.0,6,AMS-7,2WD,Gasoline,FA,small car,1.0,15,20,17,3,No,522
PORSCHE 911 GT3,4.0,6,Man-6,2WD,Gasoline,CA,small car,1.0,13,21,16,2,No,566
PORSCHE 911 GT3,4.0,6,Man-6,2WD,Gasoline,FA,small car,1.0,13,21,16,2,No,566
PORSCHE 911 GT3 Touring,4.0,6,Man-6,2WD,Gasoline,CA,small car,1.0,14,21,17,3,No,538
PORSCHE 911 GT3 Touring,4.0,6,Man-6,2WD,Gasoline,FA,small car,1.0,14,21,17,3,No,538
PORSCHE 911 Targa 4,3.0,6,AMS-7,4WD,Gasoline,CA,small car,1.0,22,28,24,5,No,367
PORSCHE 911 Targa 4,3.0,6,AMS-7,4WD,Gasoline,FA,small car,1.0,22,28,24,5,No,367
PORSCHE 911 Targa 4,3.0,6,Man-7,4WD,Gasoline,CA,small car,1.0,19,28,22,4,No,395
PORSCHE 911 Targa 4,3.0,6,Man-7,4WD,Gasoline,FA,small car,1.0,19,28,22,4,No,395
PORSCHE 911 Targa 4 GTS,3.0,6,AMS-7,4WD,Gasoline,CA,small car,1.0,20,26,22,4,No,404
PORSCHE 911 Targa 4 GTS,3.0,6,AMS-7,4WD,Gasoline,FA,small car,1.0,20,26,22,4,No,404
PORSCHE 911 Targa 4 GTS,3.0,6,Man-7,4WD,Gasoline,CA,small car,1.0,18,26,21,4,No,428
PORSCHE 911 Targa 4 GTS,3.0,6,Man-7,4WD,Gasoline,FA,small car,1.0,18,26,21,4,No,428
PORSCHE 911 Targa 4S,3.0,6,AMS-7,4WD,Gasoline,CA,small car,1.0,21,27,24,5,No,376
PORSCHE 911 Targa 4S,3.0,6,AMS-7,4WD,Gasoline,FA,small car,1.0,21,27,24,5,No,376
PORSCHE 911 Targa 4S,3.0,6,Man-7,4WD,Gasoline,CA,small car,1.0,19,28,22,4,No,396
PORSCHE 911 Targa 4S,3.0,6,Man-7,4WD,Gasoline,FA,small car,1.0,19,28,22,4,No,396
PORSCHE 911 Turbo,3.8,6,AMS-7,4WD,Gasoline,CA,small car,1.0,19,24,21,4,No,428
PORSCHE 911 Turbo,3.8,6,AMS-7,4WD,Gasoline,FA,small car,1.0,19,24,21,4,No,428
PORSCHE 911 Turbo Cabriolet,3.8,6,AMS-7,4WD,Gasoline,CA,small car,1.0,19,24,21,4,No,430
PORSCHE 911 Turbo Cabriolet,3.8,6,AMS-7,4WD,Gasoline,FA,small car,1.0,19,24,21,4,No,430
PORSCHE 911 Turbo S,3.8,6,AMS-7,4WD,Gasoline,CA,small car,1.0,19,24,21,4,No,428
PORSCHE 911 Turbo S,3.8,6,AMS-7,4WD,Gasoline,FA,small car,1.0,19,24,21,4,No,428
PORSCHE 911 Turbo S Cabriolet,3.8,6,AMS-7,4WD,Gasoline,CA,small car,1.0,19,24,21,4,No,430
PORSCHE 911 Turbo S Cabriolet,3.8,6,AMS-7,4WD,Gasoline,FA,small car,1.0,19,24,21,4,No,430
PORSCHE 911 Turbo S Exclusive,3.8,6,AMS-7,4WD,Gasoline,CA,small car,1.0,17,23,19,3,No,459
PORSCHE 911 Turbo S Exclusive,3.8,6,AMS-7,4WD,Gasoline,FA,small car,1.0,17,23,19,3,No,459
PORSCHE Boxster,2.0,4,AMS-7,2WD,Gasoline,CA,small car,3.0,22,29,25,5,No,353
PORSCHE Boxster,2.0,4,AMS-7,2WD,Gasoline,FA,small car,3.0,22,29,25,5,No,353
PORSCHE Boxster,2.0,4,Man-6,2WD,Gasoline,CA,small car,3.0,21,28,24,5,No,369
PORSCHE Boxster,2.0,4,Man-6,2WD,Gasoline,FA,small car,3.0,21,28,24,5,No,369
PORSCHE Boxster GTS,2.5,4,AMS-7,2WD,Gasoline,CA,small car,3.0,20,26,22,4,No,400
PORSCHE Boxster GTS,2.5,4,AMS-7,2WD,Gasoline,FA,small car,3.0,20,26,22,4,No,400
PORSCHE Boxster GTS,2.5,4,Man-6,2WD,Gasoline,CA,small car,3.0,19,25,21,4,No,413
PORSCHE Boxster GTS,2.5,4,Man-6,2WD,Gasoline,FA,small car,3.0,19,25,21,4,No,413
PORSCHE Boxster S,2.5,4,AMS-7,2WD,Gasoline,CA,small car,3.0,21,28,24,5,No,372
PORSCHE Boxster S,2.5,4,AMS-7,2WD,Gasoline,FA,small car,3.0,21,28,24,5,No,372
PORSCHE Boxster S,2.5,4,Man-6,2WD,Gasoline,CA,small car,3.0,20,26,22,4,No,401
PORSCHE Boxster S,2.5,4,Man-6,2WD,Gasoline,FA,small car,3.0,20,26,22,4,No,401
PORSCHE Cayenne,3.6,6,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,18,24,20,4,No,432
PORSCHE Cayenne,3.6,6,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,18,24,20,4,No,432
PORSCHE Cayenne GTS,3.6,6,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,16,23,19,3,No,476
PORSCHE Cayenne GTS,3.6,6,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,16,23,19,3,No,476
PORSCHE Cayenne Platinum,3.6,6,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,17,23,19,3,No,453
PORSCHE Cayenne Platinum,3.6,6,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,17,23,19,3,No,453
PORSCHE Cayenne S,3.6,6,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,17,24,20,4,No,452
PORSCHE Cayenne S,3.6,6,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,17,24,20,4,No,452
PORSCHE Cayenne Turbo,4.8,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,1.0,14,21,17,3,No,536
PORSCHE Cayenne Turbo,4.8,8,SemiAuto-8,4WD,Gasoline,FA,standard SUV,1.0,14,21,17,3,No,536
PORSCHE Cayenne Turbo S,4.8,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,1.0,14,21,17,3,No,536
PORSCHE Cayenne Turbo S,4.8,8,SemiAuto-8,4WD,Gasoline,FA,standard SUV,1.0,14,21,17,3,No,536
PORSCHE Cayman,2.0,4,AMS-7,2WD,Gasoline,CA,small car,3.0,22,29,25,5,No,353
PORSCHE Cayman,2.0,4,AMS-7,2WD,Gasoline,FA,small car,3.0,22,29,25,5,No,353
PORSCHE Cayman,2.0,4,Man-6,2WD,Gasoline,CA,small car,3.0,21,28,24,5,No,369
PORSCHE Cayman,2.0,4,Man-6,2WD,Gasoline,FA,small car,3.0,21,28,24,5,No,369
PORSCHE Cayman GTS,2.5,4,AMS-7,2WD,Gasoline,CA,small car,3.0,20,26,22,4,No,400
PORSCHE Cayman GTS,2.5,4,AMS-7,2WD,Gasoline,FA,small car,3.0,20,26,22,4,No,400
PORSCHE Cayman GTS,2.5,4,Man-6,2WD,Gasoline,CA,small car,3.0,19,25,21,4,No,413
PORSCHE Cayman GTS,2.5,4,Man-6,2WD,Gasoline,FA,small car,3.0,19,25,21,4,No,413
PORSCHE Cayman S,2.5,4,AMS-7,2WD,Gasoline,CA,small car,3.0,21,28,24,5,No,372
PORSCHE Cayman S,2.5,4,AMS-7,2WD,Gasoline,FA,small car,3.0,21,28,24,5,No,372
PORSCHE Cayman S,2.5,4,Man-6,2WD,Gasoline,CA,small car,3.0,20,26,22,4,No,401
PORSCHE Cayman S,2.5,4,Man-6,2WD,Gasoline,FA,small car,3.0,20,26,22,4,No,401
PORSCHE Macan,2.0,4,AMS-7,4WD,Gasoline,FA,small SUV,3.0,20,25,22,4,No,399
PORSCHE Macan,2.0,4,AMS-7,4WD,Gasoline,CA,small SUV,3.0,20,25,22,4,No,399
PORSCHE Macan GTS,3.0,6,AMS-7,4WD,Gasoline,FA,small SUV,3.0,17,23,19,3,No,461
PORSCHE Macan GTS,3.0,6,AMS-7,4WD,Gasoline,CA,small SUV,3.0,17,23,19,3,No,461
PORSCHE Macan S,3.0,6,AMS-7,4WD,Gasoline,FA,small SUV,3.0,17,23,19,3,No,459
PORSCHE Macan S,3.0,6,AMS-7,4WD,Gasoline,CA,small SUV,3.0,17,23,19,3,No,459
PORSCHE Macan Turbo,3.6,6,AMS-7,4WD,Gasoline,CA,small SUV,1.0,17,23,19,3,No,467
PORSCHE Macan Turbo,3.6,6,AMS-7,4WD,Gasoline,FA,small SUV,1.0,17,23,19,3,No,467
PORSCHE Macan Turbo Kit,3.6,6,AMS-7,4WD,Gasoline,CA,small SUV,1.0,17,23,19,3,No,460
PORSCHE Macan Turbo Kit,3.6,6,AMS-7,4WD,Gasoline,FA,small SUV,1.0,17,23,19,3,No,460
PORSCHE Panamera,3.0,6,AMS-8,2WD,Gasoline,CA,large car,5.0,21,28,24,5,No,369
PORSCHE Panamera,3.0,6,AMS-8,2WD,Gasoline,FA,large car,5.0,21,28,24,5,No,369
PORSCHE Panamera 4,3.0,6,AMS-8,4WD,Gasoline,CA,large car,5.0,21,27,23,5,No,378
PORSCHE Panamera 4,3.0,6,AMS-8,4WD,Gasoline,FA,large car,5.0,21,27,23,5,No,378
PORSCHE Panamera 4 Executive,3.0,6,AMS-8,4WD,Gasoline,CA,large car,5.0,21,27,23,5,No,378
PORSCHE Panamera 4 Executive,3.0,6,AMS-8,4WD,Gasoline,FA,large car,5.0,21,27,23,5,No,378
PORSCHE Panamera 4 ST,3.0,6,AMS-8,4WD,Gasoline,CA,large car,5.0,20,26,23,5,No,390
PORSCHE Panamera 4 ST,3.0,6,AMS-8,4WD,Gasoline,FA,large car,5.0,20,26,23,5,No,390
PORSCHE Panamera 4S,2.9,6,AMS-8,4WD,Gasoline,CA,large car,5.0,21,28,23,5,No,378
PORSCHE Panamera 4S,2.9,6,AMS-8,4WD,Gasoline,FA,large car,5.0,21,28,23,5,No,378
PORSCHE Panamera 4S Executive,2.9,6,AMS-8,4WD,Gasoline,CA,large car,5.0,21,28,23,5,No,378
PORSCHE Panamera 4S Executive,2.9,6,AMS-8,4WD,Gasoline,FA,large car,5.0,21,28,23,5,No,378
PORSCHE Panamera 4S ST,2.9,6,AMS-8,4WD,Gasoline,CA,large car,5.0,20,26,22,4,No,401
PORSCHE Panamera 4S ST,2.9,6,AMS-8,4WD,Gasoline,FA,large car,5.0,20,26,22,4,No,401
PORSCHE Panamera Turbo,4.0,8,AMS-8,4WD,Gasoline,CA,large car,3.0,18,25,21,4,No,420
PORSCHE Panamera Turbo,4.0,8,AMS-8,4WD,Gasoline,FA,large car,3.0,18,25,21,4,No,420
PORSCHE Panamera Turbo Executive,4.0,8,AMS-8,4WD,Gasoline,CA,large car,3.0,18,25,21,4,No,420
PORSCHE Panamera Turbo Executive,4.0,8,AMS-8,4WD,Gasoline,FA,large car,3.0,18,25,21,4,No,420
PORSCHE Panamera Turbo ST,4.0,8,AMS-8,4WD,Gasoline,CA,large car,3.0,18,23,20,4,No,449
PORSCHE Panamera Turbo ST,4.0,8,AMS-8,4WD,Gasoline,FA,large car,3.0,18,23,20,4,No,449
RAM 1500,3.0,6,Auto-8,2WD,Diesel,CA,pickup,1.0,20,27,23,4,No,448
RAM 1500,3.0,6,Auto-8,2WD,Diesel,FA,pickup,1.0,20,27,23,4,No,448
RAM 1500,3.0,6,Auto-8,4WD,Diesel,CA,pickup,1.0,19,27,22,3,No,465
RAM 1500,3.0,6,Auto-8,4WD,Diesel,FA,pickup,1.0,19,27,22,3,No,465
RAM 1500,5.7,8,Auto-6,4WD,Gasoline,CA,pickup,3.0,13,18,14,1,No,614
RAM 1500,5.7,8,Auto-6,4WD,Gasoline,FA,pickup,3.0,13,18,14,1,No,614
RAM 1500,5.7,8,Auto-8,2WD,Gasoline,CA,pickup,3.0,15,22,17,3,No,513
RAM 1500,5.7,8,Auto-8,2WD,Gasoline,FA,pickup,3.0,15,22,17,3,No,513
RAM 1500,5.7,8,Auto-8,4WD,Gasoline,CA,pickup,3.0,15,21,17,3,No,527
RAM 1500,5.7,8,Auto-8,4WD,Gasoline,FA,pickup,3.0,15,21,17,3,No,527
RAM Promaster City,2.4,4,Auto-9,2WD,Gasoline,CA,special purpose,3.0,21,28,24,5,No,374
RAM Promaster City,2.4,4,Auto-9,2WD,Gasoline,FA,special purpose,3.0,21,28,24,5,No,374
ROLLS-ROYCE Dawn,6.6,12,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,12,18,14,1,No,634
ROLLS-ROYCE Dawn,6.6,12,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,12,18,14,1,No,634
ROLLS-ROYCE Ghost,6.6,12,SemiAuto-8,2WD,Gasoline,CA,large car,3.0,12,18,14,1,No,634
ROLLS-ROYCE Ghost,6.6,12,SemiAuto-8,2WD,Gasoline,FA,large car,3.0,12,18,14,1,No,634
ROLLS-ROYCE Ghost EWB,6.6,12,SemiAuto-8,2WD,Gasoline,CA,large car,3.0,12,18,14,1,No,634
ROLLS-ROYCE Ghost EWB,6.6,12,SemiAuto-8,2WD,Gasoline,FA,large car,3.0,12,18,14,1,No,634
ROLLS-ROYCE Phantom,6.7,12,SemiAuto-8,2WD,Gasoline,CA,large car,3.0,12,19,14,1,No,623
ROLLS-ROYCE Phantom,6.7,12,SemiAuto-8,2WD,Gasoline,FA,large car,3.0,12,19,14,1,No,623
ROLLS-ROYCE Phantom EWB,6.7,12,SemiAuto-8,2WD,Gasoline,CA,large car,3.0,12,19,14,1,No,623
ROLLS-ROYCE Phantom EWB,6.7,12,SemiAuto-8,2WD,Gasoline,FA,large car,3.0,12,19,14,1,No,623
ROLLS-ROYCE Wraith,6.6,12,SemiAuto-8,2WD,Gasoline,CA,midsize car,3.0,12,19,14,1,No,613
ROLLS-ROYCE Wraith,6.6,12,SemiAuto-8,2WD,Gasoline,FA,midsize car,3.0,12,19,14,1,No,613
ROUSH F150,5.0,8,SemiAuto-10,2WD,Gasoline,CA,pickup,3.0,11,15,12,1,No,732
ROUSH F150,5.0,8,SemiAuto-10,2WD,Gasoline,FA,pickup,3.0,11,15,12,1,No,732
ROUSH F150,5.0,8,SemiAuto-10,4WD,Gasoline,CA,pickup,3.0,11,15,12,1,No,732
ROUSH F150,5.0,8,SemiAuto-10,4WD,Gasoline,FA,pickup,3.0,11,15,12,1,No,732
RUF TURBO12/CTR3,3.8,6,Man-7,2WD,Gasoline,FA,small car,3.0,16,20,18,3,No,497
SUBARU BRZ,2.0,4,Man-6,2WD,Gasoline,CA,small car,1.0,21,29,24,5,No,369
SUBARU BRZ,2.0,4,Man-6,2WD,Gasoline,FA,small car,1.0,21,29,24,5,No,369
SUBARU BRZ,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,1.0,24,33,27,6,No,322
SUBARU BRZ,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small car,1.0,24,33,27,6,No,322
SUBARU BRZ tS,2.0,4,Man-6,2WD,Gasoline,CA,small car,1.0,20,27,23,5,No,384
SUBARU BRZ tS,2.0,4,Man-6,2WD,Gasoline,FA,small car,1.0,20,27,23,5,No,384
SUBARU Crosstrek,2.0,4,Man-6,4WD,Gasoline,CA,small SUV,7.0,23,29,25,5,No,353
SUBARU Crosstrek,2.0,4,Man-6,4WD,Gasoline,FA,small SUV,6.0,23,29,25,5,No,353
SUBARU Crosstrek,2.0,4,SCV-7,4WD,Gasoline,CA,small SUV,7.0,27,33,29,6,No,301
SUBARU Crosstrek,2.0,4,SCV-7,4WD,Gasoline,FA,small SUV,6.0,27,33,29,6,No,301
SUBARU Forester,2.0,4,SCV-8,4WD,Gasoline,CA,small SUV,1.0,23,27,25,5,No,359
SUBARU Forester,2.0,4,SCV-8,4WD,Gasoline,FA,small SUV,1.0,23,27,25,5,No,359
SUBARU Forester,2.5,4,Man-6,4WD,Gasoline,CA,small SUV,7.0,22,28,24,5,No,368
SUBARU Forester,2.5,4,Man-6,4WD,Gasoline,FA,small SUV,5.0,22,28,24,5,No,368
SUBARU Forester,2.5,4,SCV-6,4WD,Gasoline,CA,small SUV,7.0,26,32,28,6,No,315
SUBARU Forester,2.5,4,SCV-6,4WD,Gasoline,FA,small SUV,5.0,26,32,28,6,No,315
SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,CA,midsize car,7.0,24,32,27,6,No,331
SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,CA,station wagon,7.0,24,31,26,5,No,335
SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,FA,midsize car,6.0,24,32,27,6,No,331
SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,FA,station wagon,6.0,24,31,26,5,No,335
SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,CA,midsize car,7.0,28,38,32,7,Yes,282
SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,CA,station wagon,7.0,28,37,31,7,Yes,282
SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,FA,midsize car,6.0,28,38,32,7,Yes,282
SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,FA,station wagon,6.0,28,37,31,7,Yes,282
SUBARU Impreza Sport,2.0,4,Man-5,4WD,Gasoline,CA,midsize car,7.0,23,31,26,5,No,337
SUBARU Impreza Sport,2.0,4,Man-5,4WD,Gasoline,CA,station wagon,7.0,22,30,25,5,No,351
SUBARU Impreza Sport,2.0,4,Man-5,4WD,Gasoline,FA,midsize car,6.0,23,31,26,5,No,337
SUBARU Impreza Sport,2.0,4,Man-5,4WD,Gasoline,FA,station wagon,6.0,22,30,25,5,No,351
SUBARU Impreza Sport,2.0,4,SCV-7,4WD,Gasoline,CA,midsize car,7.0,27,36,30,7,Yes,291
SUBARU Impreza Sport,2.0,4,SCV-7,4WD,Gasoline,CA,station wagon,7.0,27,35,30,7,Yes,292
SUBARU Impreza Sport,2.0,4,SCV-7,4WD,Gasoline,FA,midsize car,6.0,27,36,30,7,Yes,291
SUBARU Impreza Sport,2.0,4,SCV-7,4WD,Gasoline,FA,station wagon,6.0,27,35,30,7,Yes,292
SUBARU Legacy,2.5,4,SCV-7,4WD,Gasoline,CA,midsize car,7.0,25,34,29,6,No,311
SUBARU Legacy,2.5,4,SCV-7,4WD,Gasoline,FA,midsize car,5.0,25,34,29,6,No,311
SUBARU Legacy,3.6,6,SCV-6,4WD,Gasoline,CA,midsize car,3.0,20,28,23,5,No,387
SUBARU Legacy,3.6,6,SCV-6,4WD,Gasoline,FA,midsize car,3.0,20,28,23,5,No,387
SUBARU Outback,2.5,4,SCV-7,4WD,Gasoline,CA,small SUV,7.0,25,32,28,6,No,320
SUBARU Outback,2.5,4,SCV-7,4WD,Gasoline,FA,small SUV,5.0,25,32,28,6,No,320
SUBARU Outback,3.6,6,SCV-6,4WD,Gasoline,CA,small SUV,3.0,20,27,22,4,No,398
SUBARU Outback,3.6,6,SCV-6,4WD,Gasoline,FA,small SUV,3.0,20,27,22,4,No,398
SUBARU WRX,2.0,4,Man-6,4WD,Gasoline,CA,small car,1.0,21,27,23,5,No,383
SUBARU WRX,2.0,4,Man-6,4WD,Gasoline,FA,small car,1.0,21,27,23,5,No,383
SUBARU WRX,2.0,4,SCV-8,4WD,Gasoline,CA,small car,1.0,18,24,21,4,No,420
SUBARU WRX,2.0,4,SCV-8,4WD,Gasoline,FA,small car,1.0,18,24,21,4,No,420
SUBARU WRX,2.5,4,Man-6,4WD,Gasoline,CA,small car,1.0,17,22,19,3,No,471
SUBARU WRX,2.5,4,Man-6,4WD,Gasoline,FA,small car,1.0,17,22,19,3,No,471
SUBARU WRX STI Type RA,2.5,4,Man-6,4WD,Gasoline,CA,small car,1.0,16,22,18,3,No,477
SUBARU WRX STI Type RA,2.5,4,Man-6,4WD,Gasoline,FA,small car,1.0,16,22,18,3,No,477
TOYOTA 4Runner,4.0,6,SemiAuto-5,2WD,Gasoline,FA,standard SUV,3.0,17,21,18,3,No,479
TOYOTA 4Runner,4.0,6,SemiAuto-5,2WD,Gasoline,CA,standard SUV,3.0,17,21,18,3,No,479
TOYOTA 4Runner,4.0,6,SemiAuto-5,4WD,Gasoline,FA,standard SUV,3.0,17,20,18,3,No,491
TOYOTA 4Runner,4.0,6,SemiAuto-5,4WD,Gasoline,CA,standard SUV,3.0,17,20,18,3,No,491
TOYOTA 86,2.0,4,Man-6,2WD,Gasoline,CA,small car,1.0,21,28,24,5,No,373
TOYOTA 86,2.0,4,Man-6,2WD,Gasoline,FA,small car,1.0,21,28,24,5,No,373
TOYOTA 86,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,1.0,24,32,27,6,No,328
TOYOTA 86,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small car,1.0,24,32,27,6,No,328
TOYOTA Avalon,3.5,6,SemiAuto-6,2WD,Gasoline,FA,midsize car,3.0,21,30,24,5,No,366
TOYOTA Avalon,3.5,6,SemiAuto-6,2WD,Gasoline,CA,midsize car,3.0,21,30,24,5,No,366
TOYOTA Avalon Hybrid,2.5,4,SCV-6,2WD,Gasoline,CA,midsize car,7.0,40,39,40,9,Yes,223
TOYOTA Avalon Hybrid,2.5,4,SCV-6,2WD,Gasoline,FA,midsize car,7.0,40,39,40,9,Yes,223
TOYOTA C-HR,2.0,4,SCV-7,2WD,Gasoline,CA,small car,3.0,27,31,29,6,No,305
TOYOTA C-HR,2.0,4,SCV-7,2WD,Gasoline,FA,small car,3.0,27,31,29,6,No,305
TOYOTA Camry,2.5,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,7.0,29,41,34,8,Yes,264
TOYOTA Camry,2.5,4,SemiAuto-8,2WD,Gasoline,FA,midsize car,7.0,29,41,34,8,Yes,264
TOYOTA Camry,3.5,6,SemiAuto-8,2WD,Gasoline,CA,midsize car,5.0,22,33,26,5,No,338
TOYOTA Camry,3.5,6,SemiAuto-8,2WD,Gasoline,FA,midsize car,5.0,22,33,26,5,No,338
TOYOTA Camry Hybrid LE,2.5,4,SCV-6,2WD,Gasoline,CA,midsize car,7.0,51,53,52,10,Elite,170
TOYOTA Camry Hybrid LE,2.5,4,SCV-6,2WD,Gasoline,FA,midsize car,7.0,51,53,52,10,Elite,170
TOYOTA Camry Hybrid XLE/SE,2.5,4,SCV-6,2WD,Gasoline,CA,midsize car,7.0,44,47,46,10,Elite,195
TOYOTA Camry Hybrid XLE/SE,2.5,4,SCV-6,2WD,Gasoline,FA,midsize car,7.0,44,47,46,10,Elite,195
TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,7.0,28,39,32,7,Yes,277
TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,2WD,Gasoline,FA,midsize car,7.0,28,39,32,7,Yes,277
TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,7.0,28,39,32,7,Yes,274
TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,2WD,Gasoline,FA,midsize car,7.0,28,39,32,7,Yes,274
TOYOTA Camry XSE,3.5,6,SemiAuto-8,2WD,Gasoline,CA,midsize car,5.0,22,32,26,5,No,345
TOYOTA Camry XSE,3.5,6,SemiAuto-8,2WD,Gasoline,FA,midsize car,5.0,22,32,26,5,No,345
TOYOTA Corolla,1.8,4,CVT,2WD,Gasoline,FA,midsize car,3.0,28,36,32,7,Yes,281
TOYOTA Corolla,1.8,4,CVT,2WD,Gasoline,CA,midsize car,3.0,28,36,32,7,Yes,281
TOYOTA Corolla,1.8,4,Man-6,2WD,Gasoline,FA,midsize car,3.0,27,35,30,7,Yes,289
TOYOTA Corolla,1.8,4,Man-6,2WD,Gasoline,CA,midsize car,3.0,27,35,30,7,Yes,289
TOYOTA Corolla,1.8,4,SCV-7,2WD,Gasoline,FA,midsize car,3.0,28,35,31,7,Yes,286
TOYOTA Corolla,1.8,4,SCV-7,2WD,Gasoline,CA,midsize car,3.0,28,35,31,7,Yes,286
TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,CA,midsize car,5.0,29,38,33,8,Yes,271
TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,CA,midsize car,5.0,30,40,34,8,Yes,263
TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,FA,midsize car,5.0,29,38,33,8,Yes,271
TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,FA,midsize car,5.0,30,40,34,8,Yes,263
TOYOTA Corolla iM,1.8,4,Man-6,2WD,Gasoline,CA,midsize car,5.0,27,35,30,7,Yes,297
TOYOTA Corolla iM,1.8,4,Man-6,2WD,Gasoline,FA,midsize car,5.0,27,35,30,7,Yes,297
TOYOTA Corolla iM,1.8,4,SCV-7,2WD,Gasoline,CA,midsize car,5.0,28,36,31,7,Yes,283
TOYOTA Corolla iM,1.8,4,SCV-7,2WD,Gasoline,FA,midsize car,5.0,28,36,31,7,Yes,283
TOYOTA Highlander,2.7,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,3.0,20,24,22,4,No,407
TOYOTA Highlander,2.7,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3.0,20,24,22,4,No,407
